0.254786,0.239308,0.270869,0.186100,-0.284556,1,
0.186028,0.178791,0.192914,0.154715,-0.293601,1,
0.052488,0.065092,0.040048,0.118432,-0.296178,1,
0.104199,0.112195,0.096235,0.144504,-0.287334,1,
0.033463,0.048059,0.019040,0.109852,-0.297674,1,
0.015876,0.033737,-0.001946,0.105620,-0.298495,1,
0.042950,0.052807,0.033767,0.107346,-0.298260,1,
0.412756,0.351583,0.475019,0.112714,-0.260744,1,
0.058159,0.068098,0.048153,0.113916,-0.298072,1,
0.015876,0.033737,-0.001946,0.105620,-0.298495,1,
0.073948,0.082125,0.065822,0.122329,-0.295146,1,
0.072871,0.086806,0.058881,0.139987,-0.297958,1,
0.014950,0.013022,0.016474,0.008630,-0.299525,1,
0.032602,0.048415,0.016671,0.112315,-0.299870,1,
0.032602,0.048415,0.016671,0.112315,-0.299870,1,
0.029788,0.034274,0.025720,0.060718,-0.299993,1,
0.178095,0.119211,0.237134,-0.113243,-0.288877,1,
-0.127783,-0.149945,-0.105718,-0.234102,-0.298367,1,
0.083829,0.094458,0.073205,0.139068,-0.298834,1,
0.093380,0.072907,0.114064,-0.010727,-0.293836,1,
0.142582,0.141984,0.143149,0.147155,-0.296388,1,
0.005128,0.013012,-0.002788,0.049449,-0.299551,1,
0.032602,0.048415,0.016671,0.112315,-0.299870,1,
0.032602,0.048415,0.016671,0.112315,-0.299870,1,
-0.079086,-0.126887,-0.031150,-0.331446,-0.287605,1,
0.124970,0.130889,0.118866,0.155393,-0.297454,1,
0.042451,0.059262,0.025570,0.124995,-0.298558,1,
0.042451,0.059262,0.025570,0.124995,-0.298558,1,
0.098626,0.108086,0.088769,0.146282,-0.290016,1,
0.042451,0.059262,0.025570,0.124995,-0.298558,1,
0.167914,0.168386,0.167340,0.175109,-0.296098,1,
0.042451,0.059262,0.025570,0.124995,-0.298558,1,
0.050058,0.063073,0.037060,0.118352,-0.298282,1,
0.050058,0.063073,0.037060,0.118352,-0.298282,1,
-0.083624,-0.087570,-0.079413,-0.097724,-0.292369,1,
0.030120,0.045292,0.015040,0.109212,-0.298531,1,
0.053139,0.067624,0.038715,0.126810,-0.297033,1,
0.030120,0.045292,0.015040,0.109212,-0.298531,1,
0.072880,0.085175,0.060525,0.136468,-0.298097,1,
0.083200,0.092600,0.073913,0.134836,-0.297494,1,
0.030120,0.045292,0.015040,0.109212,-0.298531,1,
0.043691,0.055063,0.032398,0.100154,-0.297878,1,
0.083276,0.080360,0.086469,0.079892,-0.296687,1,
0.043650,0.058959,0.028203,0.119544,-0.298577,1,
-0.011847,0.001157,-0.024918,0.053847,-0.298974,1,
-0.059228,-0.057826,-0.060371,-0.044841,-0.298680,1,
0.021411,0.023773,0.018979,0.030245,-0.296152,1,
0.092497,0.100478,0.084067,0.133981,-0.298150,1,
0.043650,0.058959,0.028203,0.119544,-0.298577,1,
0.043650,0.058959,0.028203,0.119544,-0.298577,1,
0.042865,0.056284,0.029709,0.117931,-0.299711,1,
0.102151,0.116853,0.087446,0.168148,-0.297364,1,
0.061426,0.072753,0.050371,0.125937,-0.296974,1,
0.015963,0.035952,-0.003909,0.114955,-0.299750,1,
0.109570,0.118937,0.100517,0.157045,-0.295939,1,
0.015963,0.035952,-0.003909,0.114955,-0.299750,1,
0.145235,0.115060,0.176061,0.009678,-0.289191,1,
0.023411,0.039375,0.007529,0.106316,-0.299186,1,
0.112943,0.114082,0.112184,0.131587,-0.294268,1,
0.023411,0.039375,0.007529,0.106316,-0.299186,1,
0.023411,0.039375,0.007529,0.106316,-0.299186,1,
0.062266,0.076473,0.048140,0.135114,-0.298798,1,
0.023411,0.039375,0.007529,0.106316,-0.299186,1,
-0.044919,-0.036622,-0.052938,-0.000430,-0.298654,1,
0.023411,0.039375,0.007529,0.106316,-0.299186,1,
-0.048887,-0.035375,-0.062151,0.021783,-0.299582,1,
0.019025,0.037033,0.001008,0.108580,-0.298504,1,
0.042044,0.059366,0.024684,0.126178,-0.297007,1,
0.019025,0.037033,0.001008,0.108580,-0.298504,1,
0.210379,0.171191,0.249900,0.019162,-0.279948,1,
0.045927,0.057366,0.034626,0.111557,-0.298465,1,
0.019025,0.037033,0.001008,0.108580,-0.298504,1,
0.019025,0.037033,0.001008,0.108580,-0.298504,1,
0.000000,0.020000,-0.020000,0.100000,-0.300000,1,
0.000000,0.020000,-0.020000,0.100000,-0.300000,1,
0.032208,0.046179,0.018318,0.106900,-0.299570,1,
0.151004,0.150384,0.151562,0.158503,-0.297036,1,
0.000000,0.020000,-0.020000,0.100000,-0.300000,1,
0.000000,0.020000,-0.020000,0.100000,-0.300000,1,
0.000000,0.020000,-0.020000,0.100000,-0.300000,1,
0.000000,0.020000,-0.020000,0.100000,-0.300000,1,
0.000000,0.020000,-0.020000,0.100000,-0.300000,1,
0.042283,0.054361,0.030099,0.108295,-0.299577,1,
0.063734,0.049285,0.078212,0.005123,-0.298289,1,
0.000000,0.020000,-0.020000,0.100000,-0.300000,1,
0.000000,0.020000,-0.020000,0.100000,-0.300000,1,
0.000000,0.020000,-0.020000,0.100000,-0.300000,1,
0.000000,0.020000,-0.020000,0.100000,-0.300000,1,
0.032427,0.047353,0.017519,0.109649,-0.299565,1,
0.032427,0.047353,0.017519,0.109649,-0.299565,1,
0.000000,0.020000,-0.020000,0.100000,-0.300000,1,
0.033708,0.050379,0.016992,0.116915,-0.295126,1,
0.033708,0.050379,0.016992,0.116915,-0.295126,1,
0.077101,0.088960,0.065136,0.136885,-0.293490,1,
0.033708,0.050379,0.016992,0.116915,-0.295126,1,
0.065605,0.078947,0.052148,0.132365,-0.294686,1,
0.065903,0.078838,0.053018,0.130955,-0.293153,1,
0.278652,0.257732,0.300514,0.198880,-0.285685,1,
0.024042,0.042264,0.005716,0.112922,-0.299561,1,
0.104681,0.115806,0.093349,0.156936,-0.297682,1,
0.051116,0.061335,0.041429,0.114648,-0.299326,1,
0.068618,0.076061,0.061675,0.120056,-0.299285,1,
0.073572,0.083722,0.063987,0.133799,-0.297867,1,
0.024042,0.042264,0.005716,0.112922,-0.299561,1,
